user_id,total_questions,avg_time_spent,total_sessions,most_common_answer
u100738,30,24799.866666666665,16,d
u100739,7,23571.285714285714,5,a
u10074,1876,20655.633795309168,1498,b
u100740,1,21000.0,1,d
u100741,30,7766.533333333334,16,a
u100742,7,20999.85714285714,5,b
u100743,114,15245.578947368422,100,b
u100744,40,22399.9,26,a
u100745,30,26066.5,16,b
u100746,2,22500.0,2,b
u100747,4,22500.0,4,c
u100748,4,19000.0,4,b
u100749,244,24118.819672131147,204,b
u10075,2936,28386.1045640327,2330,a
u100750,30,13766.5,16,b
u100751,30,33366.6,16,c
u100752,485,27967.02474226804,272,c
u100753,40,22649.9,26,a
u100754,4,18500.0,4,b
u100755,64,45843.703125,32,a
u100756,10,24399.7,6,a
u100757,4,20500.0,4,b
u100758,4,20250.0,4,d
u100759,50,26899.88,36,a
u10076,3865,34098.576972833114,3849,b
u100760,30,19466.466666666667,16,b
u100761,30,20633.166666666668,16,a
u100762,30,10433.2,16,a
u100763,132,26265.113636363636,113,c
u100764,40,19599.9,26,b
u100765,1637,29692.108735491754,908,c
u100766,50,25999.88,36,a
u100767,30,3333.2,16,b
u100768,30,23466.566666666666,16,a
u100769,10,23799.8,6,b
u10077,127,24015.748031496063,126,b
u100770,1,13000.0,1,b
u100771,50,20600.0,36,b
u100772,30,4666.5,16,d
u100773,30,38500.0,16,a
u100774,4,20000.0,4,c
u100775,30,3033.2,16,b
u100776,10,23899.9,6,a
u100777,40,25374.9,26,b
u100778,30,37999.833333333336,16,c
u100779,54,31814.703703703704,39,c
u100780,34,18352.823529411766,20,b
u100781,7,15714.142857142857,5,b
u100782,43,27627.81395348837,29,a
u100783,36,14972.111111111111,22,b
u100784,1035,33775.78743961352,720,a
u100785,96,40041.625,79,b
u100786,30,29366.533333333333,16,b
u100787,43,27511.511627906977,29,c
u100788,759,21330.691699604744,742,b
u100789,50,24419.9,36,b
u10079,3261,32094.111008892978,2935,b
u100790,30,31299.866666666665,16,d
u100791,4,18000.0,4,b
u100792,96,21260.354166666668,82,b
u100793,485,17134.01649484536,466,b
u100794,4,21500.0,4,a
u100795,109,23229.302752293577,58,c
u100796,412,15046.101941747573,391,b
u100797,10,17699.9,6,b
u100798,3,20333.333333333332,3,b
u100799,30,26233.266666666666,16,c
u1008,537,40942.19739292365,352,a
u10080,6,21333.333333333332,6,c
u100800,30,24533.2,16,b
u100801,1,20000.0,1,b
u100802,4,16500.0,4,c
u100803,30,42633.26666666667,16,b
u100804,162,20216.01851851852,147,b
u100805,4,18750.0,4,b
u100806,50,14259.86,36,a
u100807,30,37133.23333333333,16,d
u100808,45,32177.733333333334,31,a
u100809,4,22750.0,4,b
u10081,29,18034.48275862069,29,c
u100810,35,23485.6,21,b
u100811,1907,22275.217619297324,1580,a
u100812,4,23500.0,4,a
u100813,30,22099.766666666666,16,a
u100814,4,18000.0,4,d
u100815,4,22250.0,4,b
u100816,50,21779.98,36,a
u100817,4,20750.0,4,c
u100818,30,15499.833333333334,16,c
u100819,1334,26758.61544227886,1216,c
u10082,10,22900.0,10,c
u100820,529,19115.2381852552,373,b
u100821,30,34766.53333333333,16,a
u100822,40,23049.9,26,d
u100823,30,21199.933333333334,16,a
u100824,127,17590.527559055117,112,c
u100825,70,21399.942857142858,56,b
u100826,100,23639.97,86,b
u100827,40,24724.825,26,a
u100828,232,23496.775862068964,120,c
u100829,336,30178.5625,317,c
u10083,369,19387.533875338755,355,b
u100830,40,36924.9,26,a
u100831,30,14133.233333333334,16,a
u100832,30,7066.666666666667,16,c
u100833,60,18383.233333333334,46,a
u100834,10,19599.9,6,a
u100835,10,19899.8,6,d
u100836,30,34866.566666666666,16,d
u100837,30,15199.933333333332,16,a
u100838,30,19399.866666666665,16,c
u100839,70,22285.685714285715,56,a
u10084,7,28571.428571428572,7,c
u100840,52,23788.384615384617,38,a
u100841,30,31766.433333333334,16,c
u100842,42,25714.190476190477,27,a
u100843,7,28571.428571428572,5,a
u100844,13,16000.076923076924,7,b
u100845,7,23000.0,5,b
u100846,1858,29850.278256189453,1139,b
u100847,581,32554.2082616179,564,b
u100848,3,18666.666666666668,3,b
u100849,30,37633.166666666664,16,c
u10085,521,57121.88099808061,207,c
u100850,60,25499.9,46,b
u100851,4,23500.0,4,b
u100852,30,29299.866666666665,16,a
u100853,4,22000.0,4,b
u100854,257,28070.019455252917,185,b
u100855,147,26911.482993197278,122,b
u100856,40,20949.9,26,a
u100857,30,40266.63333333333,16,d
u100858,30,22799.833333333332,16,d
u100859,1073,29073.534016775397,775,b
u10086,104,38951.92307692308,89,b
u100860,2,18500.0,2,b
u100861,94,29510.58510638298,64,a
u100862,41,32048.756097560974,27,b
u100863,30,12633.066666666668,16,c
u100864,4,22000.0,4,a
u100865,4,23000.0,4,b
u100866,526,30661.572243346007,358,c
u100867,30,17866.633333333335,16,b
u100868,30,18433.133333333335,16,c
u100869,178,23983.14606741573,163,b
u10087,302,54430.44701986755,171,a
u100870,42,26404.666666666668,28,b
u100871,30,12133.3,16,b
u100872,7,21142.714285714286,5,a
u100873,286,19727.213286713286,222,a
u100874,32,7593.625,18,b
u100875,1927,17534.48624805397,1101,a
u100876,180,16711.105555555554,166,b
u100877,55,26927.18181818182,25,d
u100878,33,23302.878787878788,19,a
u100879,30,26966.566666666666,16,c
u10088,757,15431.968295904888,746,b
u100880,2,24500.0,2,b
u100881,30,24666.566666666666,16,b
u100882,30,38699.76666666667,16,b
u100883,187,31582.802139037434,128,b
u100884,10,26799.8,6,a
u100885,50,21219.98,36,a
u100886,30,12866.566666666668,16,b
u100887,40,28574.925,25,a
u100888,2,15000.0,2,b
u100889,128,21343.734375,114,b
u10089,604,31721.854304635763,602,a
u100890,130,28284.56923076923,116,b
u100891,10,16499.8,6,c
u100892,30,26233.133333333335,16,b
u100893,135,13585.155555555555,121,b
u100894,80,22074.9625,66,c
u100895,40,37499.875,26,a
u100896,1,19000.0,1,b
u100897,32,14937.40625,18,a
u100898,78,26500.0,62,b
u100899,4,21000.0,4,b
u1009,125,21191.944,103,c
u10090,1371,23657.174325309992,1262,a
u100900,60,43966.6,46,b
u100901,4509,19499.119760479043,3274,a
